id;idOriginal;rotulo;classificacao;class_mac1;class_mac2;class_mac3
339;790695;Real;real;real;real;real
341;924463;Real;real;real;real;real
343;860099;Real;real;real;real;real
344;893601;Real;real;real;real;real
345;858590;Real;real;real;real;real
347;938999;Real;real;real;real;real
348;875515;Real;real;real;real;real
353;888112;Real;real;real;real;real
354;915186;Real;real;real;real;real
355;851978;Real;real;real;real;real
356;863722;Real;real;real;real;real
357;869307;Real;real;real;real;real
363;921986;Real;real;real;real;real
364;905118;Real;real;real;real;real
366;945658;Real;fake;fake;real;real
367;841703;Real;real;real;real;real
368;916106;Real;real;real;real;real
370;916135;Real;real;real;real;real
374;925939;Real;real;real;real;real
379;857505;Real;real;real;real;real
382;948178;Real;real;real;real;real
383;843926;Real;fake;fake;real;real
384;872590;Real;real;real;real;real
386;948412;Real;fake;fake;real;real
389;905922;Real;real;real;real;real
392;903027;Real;real;real;real;real
393;928240;Real;real;real;real;real
396;841815;Real;fake;fake;real;real
399;934357;Real;real;real;real;real
410;843718;Real;real;real;real;real
411;896162;Real;real;real;real;real
412;909558;Real;real;real;real;real
413;760656;Real;real;real;real;real
414;954445;Real;real;real;real;real
415;849423;Real;real;real;real;real
417;887550;Real;real;real;real;real
418;864282;Real;real;real;real;real
420;913571;Real;real;real;real;real
422;916060;Real;real;real;real;real
423;760408;Real;real;real;real;real
426;868053;Real;real;real;real;real
427;922357;Real;real;real;real;real
429;932243;Real;real;real;real;real
430;849001;Real;real;real;real;real
431;842347;Real;real;real;real;real
434;855366;Real;real;real;real;real
436;953841;Real;real;real;real;real
437;951916;Real;real;real;real;real
439;874023;Real;real;real;real;real
440;852212;Real;real;real;real;real
441;944347;Real;real;real;real;real
442;951906;Real;real;real;real;real
443;838403;Real;real;real;real;real
447;914882;Real;real;real;real;real
448;870147;Real;real;real;real;real
452;916167;Real;real;real;real;real
454;872044;Real;real;real;real;real
456;917844;Real;real;real;real;real
457;914648;Real;real;real;real;real
459;858032;Real;real;real;real;real
460;922863;Real;real;real;real;real
463;863144;Real;real;real;real;real
464;864669;Real;fake;fake;real;real
465;901009;Real;real;real;real;real
466;871365;Real;real;real;real;real
469;860430;Real;real;real;real;real
474;883984;Real;real;real;real;real
477;897628;Real;real;real;real;real
478;889584;Real;real;real;real;real
479;925892;Real;real;real;real;real
480;911401;Real;real;real;real;real
482;916172;Real;real;real;real;real
483;909519;Real;real;real;real;real
484;898604;Real;real;real;real;real
486;896190;Real;real;real;real;real
492;876088;Real;real;real;real;real
493;891375;Real;real;real;real;real
494;915084;Real;real;real;real;real
495;882379;Real;real;real;real;real
498;888642;Real;real;real;real;real
499;927830;Real;real;real;real;real
500;864682;Real;real;real;real;real
502;946545;Real;real;real;real;real
505;871036;Real;real;real;real;real
506;905900;Real;real;real;real;real
507;909515;Real;real;real;real;real
509;914699;Real;real;real;real;real
510;871749;Real;real;real;real;real
511;884102;Real;fake;fake;real;real
512;862303;Real;real;real;real;real
516;876106;Real;fake;fake;real;real
518;861712;Real;real;real;real;real
520;885554;Real;real;real;real;real
521;894446;Real;real;real;real;real
523;892144;Real;fake;fake;real;real
524;857866;Real;fake;fake;real;real
525;877460;Real;fake;fake;real;real
526;870196;Real;real;real;real;real
528;921374;Real;real;real;real;real
529;921102;Real;real;real;real;real
530;916192;Real;real;real;real;real
534;890068;Real;real;real;real;real
536;917877;Real;real;real;real;real
538;916214;Real;real;real;real;real
539;870153;Real;real;real;real;real
541;937876;Real;real;real;real;real
543;858851;Real;real;real;real;real
545;927762;Real;real;real;real;real
547;891385;Real;real;real;real;fake
549;851878;Real;real;real;real;real
552;899264;Real;real;real;real;real
555;915277;Real;fake;fake;real;real
556;917794;Real;real;real;real;real
557;857932;Real;real;real;real;real
558;849855;Real;real;real;real;real
561;857903;Real;real;real;real;real
562;946816;Real;real;real;real;real
564;858232;Real;real;real;real;real
566;913738;Real;real;real;real;real
567;930658;Real;real;real;real;real
569;849629;Real;real;real;real;real
574;877577;Real;fake;fake;real;real
575;851580;Real;real;real;real;real
577;917071;Real;real;real;real;real
578;944752;Real;real;real;real;real
581;916180;Real;real;real;real;real
582;858948;Real;real;real;real;real
583;913080;Real;real;real;real;real
584;931560;Real;real;real;real;real
585;912725;Real;real;real;real;real
588;859536;Real;real;real;real;real
590;875499;Real;real;real;real;real
591;856935;Real;real;real;real;real
592;899932;Real;real;real;real;real
594;855200;Real;real;real;real;real
596;883797;Real;real;real;real;real
598;925909;Real;real;real;real;real
599;881311;Real;real;real;real;real
600;923759;Real;real;real;real;real
603;906327;Real;real;real;real;real
606;873103;Real;real;real;real;real
608;860271;Real;real;real;real;real
609;883814;Real;real;real;real;real
613;924398;Real;real;real;real;real
615;878761;Real;real;real;real;real
616;921414;Real;real;real;real;real
617;909896;Real;real;real;real;real
619;907558;Real;real;real;real;real
624;858295;Real;real;real;real;real
626;952242;Real;real;real;real;real
628;875794;Real;real;real;real;real
633;921908;Real;real;real;real;real
634;856873;Real;real;real;real;real
637;878617;Real;real;real;real;real
638;866821;Real;real;real;real;real
639;901898;Real;real;real;real;real
640;874682;Real;real;real;real;real
643;849137;Real;fake;fake;real;real
644;894873;Real;real;real;real;real
645;953453;Real;real;real;real;real
647;914662;Real;real;real;real;real
656;887134;Real;real;real;real;real
657;858197;Real;real;real;real;real
659;945425;Real;real;real;real;real
661;878980;Real;real;real;real;real
663;829853;Real;real;real;real;real
665;843815;Real;real;real;real;real
668;879615;Real;real;real;real;real
670;857971;Real;real;real;real;real
672;896821;Real;real;real;real;real
673;928053;Real;real;real;real;real
676;944140;Real;real;real;real;real
677;871870;Real;real;real;real;real
679;844775;Real;real;real;real;real
683;907697;Real;real;real;real;real
686;891779;Real;real;real;real;real
687;921961;Real;real;real;real;real
692;906293;Real;real;real;real;real
693;864502;Real;real;real;real;real
695;848637;Real;real;real;real;real
696;875795;Real;real;real;real;real
698;885593;Real;real;real;real;real
704;924524;Real;real;real;real;real
706;885010;Real;real;real;real;real
707;844531;Real;real;real;real;real
710;906318;Real;real;real;real;real
712;901913;Real;real;real;real;real
713;910747;Real;real;real;real;real
714;864659;Real;real;real;real;real
716;924476;Real;real;real;real;real
717;955339;Real;real;real;real;real
718;903524;Real;real;real;real;real
719;924319;Real;real;real;real;real
724;891532;Real;real;real;real;real
725;852858;Real;real;real;real;real
729;922826;Real;real;real;real;real
736;870173;Real;real;real;real;real
738;906137;Real;real;real;real;real
739;876114;Real;real;real;real;real
740;913467;Real;real;real;real;real
741;861692;Real;real;real;real;real
742;862028;Real;real;real;real;real
746;845420;Real;real;real;real;real
749;867175;Real;real;real;real;real
751;858809;Real;real;real;real;real
752;919948;Real;real;real;real;real
753;903464;Real;real;real;real;real
754;843637;Real;real;real;real;real
755;849045;Real;real;real;real;real
756;863097;Real;real;real;real;real
758;865693;Real;real;real;real;real
759;908326;Real;real;real;real;real
762;887158;Real;real;real;real;real
764;857681;Real;real;real;real;real
765;860374;Real;real;real;real;real
767;858862;Real;real;real;real;real
768;866831;Real;real;real;real;real
769;853216;Real;real;real;real;real
770;862308;Real;real;real;real;real
771;857273;Real;real;real;real;real
773;915964;Real;real;real;real;real
774;930641;Real;real;real;real;real
776;912184;Real;real;real;real;real
777;918859;Real;real;real;real;real
781;929709;Real;real;real;real;real
782;860903;Real;real;real;real;real
784;859839;Real;real;real;real;real
788;891436;Real;real;real;real;real
791;870127;Real;real;real;real;real
793;916883;Real;real;real;real;real
795;861083;Real;real;real;real;real
798;885248;Real;real;real;real;real
799;945974;Real;real;real;real;real
800;951832;Real;real;real;real;real
801;941176;Real;real;real;real;real
803;907035;Real;real;real;real;real
810;876990;Real;real;real;real;real
813;913039;Real;real;real;real;real
814;864782;Real;real;real;real;real
819;863237;Real;real;real;real;real
820;886177;Real;real;real;real;real
822;863196;Real;real;real;real;real
824;909145;Real;real;real;real;real
825;927430;Real;real;real;real;real
826;884351;Real;real;real;real;real
828;887817;Real;real;real;real;real
829;858878;Real;real;real;real;real
832;897751;Real;real;real;real;real
837;867121;Real;real;real;real;real
838;865588;Real;real;real;real;real
839;854980;Real;real;real;real;real
844;889590;Real;real;real;real;real
849;870151;Real;real;real;real;real
851;870222;Real;fake;fake;real;real
853;890576;Real;real;real;real;real
854;951847;Real;real;real;real;real
857;950749;Real;real;real;real;real
859;944339;Real;real;real;real;real
862;854620;Real;real;real;real;real
864;909396;Real;real;real;real;real
865;914643;Real;real;real;real;real
867;911075;Real;real;real;real;real
868;862552;Real;real;real;real;real
869;864730;Real;real;real;real;real
870;810105;Real;real;real;real;real
873;901993;Real;real;real;real;real
875;908076;Real;real;real;real;real
876;842933;Real;real;real;real;real
877;857804;Real;real;real;real;real
878;902049;Real;real;real;real;real
881;909204;Real;real;real;real;real
882;852856;Real;real;real;real;real
883;941028;Real;real;real;real;real
886;863509;Real;real;real;real;real
887;928623;Real;real;real;real;real
890;893182;Real;real;real;real;real
891;882434;Real;real;real;real;real
892;871369;Real;real;real;real;real
893;871618;Real;real;real;real;real
894;870134;Real;real;real;real;real
897;843965;Real;real;real;real;real
899;897667;Real;real;real;real;real
900;911112;Real;real;real;real;real
904;845440;Real;real;real;real;real
905;864648;Real;real;real;real;real
907;885939;Real;real;real;real;real
910;915183;Real;real;real;real;real
912;925990;Real;real;real;real;real
913;850363;Real;real;real;real;real
915;863029;Real;real;real;real;real
918;861368;Real;real;real;real;real
919;914726;Real;real;real;real;real
920;861583;Real;real;real;real;real
921;861078;Real;real;real;real;real
923;864917;Real;real;real;real;real
924;851550;Real;real;real;real;real
925;878932;Real;real;real;real;real
926;915500;Real;real;real;real;real
930;912339;Real;real;real;real;real
933;862845;Real;real;real;real;real
936;844084;Real;real;real;real;real
939;863746;Real;real;real;real;real
944;868360;Real;real;real;real;real
945;868591;Real;real;real;real;real
947;902992;Real;real;real;real;real
950;885489;Real;real;real;real;real
951;929988;Real;real;real;real;real
953;946668;Real;real;real;real;real
954;866572;Real;real;real;real;real
956;843758;Real;real;real;real;real
957;831504;Real;real;real;real;real
960;861659;Real;real;real;real;real
963;860891;Real;real;real;real;real
964;843341;Real;real;real;real;real
965;867210;Real;real;real;real;real
966;904841;Real;real;real;real;real
969;863735;Real;real;real;real;real
971;859479;Real;real;real;real;real
976;863110;Real;real;real;real;real
979;864807;Real;real;real;real;real
980;915892;Real;real;real;real;real
982;903671;Real;real;real;real;real
985;877649;Real;real;real;real;real
996;864646;Real;real;real;real;real
999;900143;Real;real;real;real;fake
1000;841481;Real;real;real;real;real
1001;927677;Real;real;real;real;real
1002;893269;Real;real;real;real;real
1007;869850;Real;real;real;real;real
1010;893952;Real;real;real;real;real
1011;903581;Real;real;real;real;real
1013;863378;Real;real;real;real;real
1014;884437;Real;real;real;real;real
1015;903672;Real;real;real;real;real
1016;876658;Real;real;real;real;real
1018;915780;Real;real;real;real;real
1019;866376;Real;real;real;real;real
1022;915829;Real;real;real;real;real
1025;917132;Real;real;real;real;real
1026;873096;Real;real;real;real;real
1027;862579;Real;real;real;real;real
1028;916275;Real;real;real;real;real
1030;861693;Real;real;real;real;real
1033;874574;Real;real;real;real;real
1034;845311;Real;real;real;real;real
1035;898787;Real;real;real;real;real
1037;925948;Real;real;real;real;real
1038;922233;Real;real;real;real;real
1040;907738;Real;real;real;real;real
1041;900344;Real;real;real;real;real
1042;855350;Real;real;real;real;real
1043;861946;Real;real;real;real;real
1046;950022;Real;real;real;real;real
1048;924592;Real;real;real;real;real
1050;922453;Real;real;real;real;real
1051;853132;Real;real;real;real;real
1052;932529;Real;real;real;real;real
1056;868787;Real;real;real;real;real
1059;847173;Real;real;real;real;real
1062;912645;Real;real;real;real;real
1063;911776;Real;real;real;real;real
1064;873280;Real;real;real;real;real
1065;912768;Real;fake;fake;real;real
1066;884665;Real;real;real;real;real
1071;896094;Real;real;real;real;real
1076;897713;Real;real;real;real;real
1079;914690;Real;real;real;real;real
1083;940897;Real;real;real;real;real
1084;909931;Real;real;real;real;real
1085;866632;Real;real;real;real;real
1089;845400;Real;real;real;real;real
1090;866916;Real;real;real;real;real
1092;845520;Real;real;real;real;real
1094;923229;Real;real;real;real;real
1097;857422;Real;real;real;real;real
1098;857243;Real;real;real;real;real
1099;896317;Real;real;real;real;real
1101;900023;Real;real;real;real;real
1102;858435;Real;real;real;real;real
1103;926580;Real;real;real;real;real
1105;893036;Real;real;real;real;real
1107;930190;Real;real;real;real;real
1108;846097;Real;real;real;real;real
1109;875261;Real;real;real;real;real
1111;902784;Real;real;real;real;real
1113;934402;Real;real;real;real;real
1114;887123;Real;real;real;real;real
1115;884661;Real;real;real;real;real
1118;947027;Real;real;real;real;real
1121;853236;Real;real;real;real;real
1125;850251;Real;real;real;real;real
1126;843417;Real;real;real;real;real
1127;884093;Real;real;real;real;real
1128;925944;Real;real;real;real;real
1130;851596;Real;real;real;real;real
1132;932942;Real;real;real;real;real
1134;851588;Real;real;real;real;real
1136;769474;Real;real;real;real;real
1137;908025;Real;real;real;real;real
1138;868085;Real;real;real;real;real
1140;925804;Real;real;real;real;real
1143;921770;Real;real;real;real;real
1146;916179;Real;real;real;real;real
1151;917801;Real;real;real;real;real
1157;921521;Real;real;real;real;real
1159;930043;Real;real;real;real;real
1161;891317;Real;real;real;real;real
1162;846305;Real;real;real;real;real
1165;902119;Real;real;real;real;real
1166;858836;Real;real;real;real;real
1167;845444;Real;real;real;real;real
1173;856687;Real;real;real;real;real
1177;925835;Real;real;real;real;real
1183;842017;Real;real;real;real;real
1184;845788;Real;real;real;real;real
1185;911367;Real;real;real;real;real
1187;849451;Real;real;real;real;real
1188;914853;Real;real;real;real;real
1190;894890;Real;real;real;real;real
1193;925544;Real;real;real;real;real
1197;851306;Real;real;real;real;real
1199;874688;Real;real;real;real;real
1200;843516;Real;real;real;real;real
1201;921174;Real;real;real;real;real
1202;876087;Real;real;real;real;real
1203;862794;Real;real;real;real;real
1204;912986;Real;real;real;real;real
1207;927437;Real;real;real;real;real
1208;846364;Real;real;real;real;real
1209;855218;Real;real;real;real;real
1212;913812;Real;real;real;real;real
1213;867060;Real;real;real;real;real
1214;857297;Real;real;real;real;real
1215;868602;Real;real;real;real;real
1217;908573;Real;real;real;real;real
1218;900645;Real;real;real;real;real
1219;889685;Real;real;real;real;real
1221;865467;Real;real;real;real;real
1227;951872;Real;real;real;real;real
1229;946546;Real;real;real;real;real
1231;925800;Real;real;real;real;real
1232;848822;Real;real;real;real;real
1233;878319;Real;real;real;real;real
1239;930015;Real;real;real;real;real
1241;843789;Real;real;real;real;real
1244;914598;Real;real;real;real;real
1246;845491;Real;real;real;real;real
1247;907345;Real;real;real;real;real
1248;870357;Real;real;real;real;fake
1253;914518;Real;real;real;real;real
1254;845483;Real;real;real;real;real
1258;907755;Real;real;real;real;real
1259;906252;Real;real;real;real;real
1265;892128;Real;real;real;real;real
1266;930569;Real;real;real;real;real
1268;863497;Real;real;real;real;real
1269;942728;Real;real;real;real;real
1273;942825;Real;real;real;real;real
1276;857544;Real;real;real;real;real
1277;854942;Real;real;real;real;real
1278;877557;Real;real;real;real;real
1283;854334;Real;real;real;real;real
1284;911471;Real;fake;fake;real;real
1285;911502;Real;real;real;real;real
1286;911466;Real;real;real;real;real
1290;884679;Real;real;real;real;real
1295;862740;Real;real;real;real;real
1296;860702;Real;real;real;real;real
1299;917977;Real;real;real;real;real
1300;888438;Real;real;real;real;real
1301;888458;Real;real;real;real;real
1306;914807;Real;real;real;real;real
1308;856611;Real;real;real;real;real
1309;928267;Real;real;real;real;real
1310;847760;Real;real;real;real;real
1312;847322;Real;real;real;real;real
1313;927769;Real;real;real;real;real
1314;950006;Real;real;real;real;real
1316;863679;Real;real;real;real;real
1317;855860;Real;real;real;real;real
1322;879029;Real;real;real;real;real
1323;907581;Real;real;real;real;real
1326;892228;Real;real;real;real;real
1327;874112;Real;real;real;real;real
1328;922896;Real;real;real;real;real
1330;906196;Real;real;real;real;real
1331;872113;Real;real;real;real;real
1332;924125;Real;real;real;real;real
1333;857015;Real;real;real;real;real
1337;891708;Real;real;real;real;real
1341;865721;Real;real;real;real;real
1342;911411;Real;real;real;real;real
1343;857912;Real;fake;fake;real;real
1344;877500;Real;real;real;real;real
1346;917852;Real;real;real;real;real
1348;940764;Real;real;real;real;real
1349;950668;Real;real;real;real;real
1350;939375;Real;real;real;real;real
1353;938815;Real;real;real;real;real
1354;944762;Real;real;real;real;real
1355;858342;Real;real;real;real;real
1356;842321;Real;real;real;real;real
1358;856218;Real;fake;fake;real;real
1359;908780;Real;real;real;real;real
1360;897694;Real;real;real;real;real
1363;857931;Real;real;real;real;real
1367;926877;Real;real;real;real;real
1371;855282;Real;real;real;real;real
1373;903893;Real;real;real;real;real
1376;914849;Real;real;real;real;real
1378;924284;Real;real;real;real;real
1380;900465;Real;real;real;real;real
1381;919526;Real;real;real;real;real
1382;924340;Real;real;real;real;real
1383;924387;Real;real;real;real;real
1386;873415;Real;real;real;real;real
1389;867432;Real;real;real;real;real
1391;857377;Real;real;real;real;real
1393;911318;Real;real;real;real;real
1394;844670;Real;real;real;real;real
1398;887119;Real;real;real;real;real
1401;895645;Real;real;real;real;real
1403;856959;Real;real;real;real;real
1405;877308;Real;real;real;real;real
1406;865426;Real;real;real;real;real
1408;890048;Real;real;real;real;real
1411;915185;Real;real;real;real;real
1413;845866;Real;real;real;real;real
1414;952310;Real;real;real;real;real
1415;944761;Real;real;real;real;real
1417;948482;Real;real;real;real;real
1422;875638;Real;real;real;real;real
1423;889359;Real;fake;fake;real;real
1424;851258;Real;real;real;real;real
1426;911344;Real;real;real;real;real
1428;891724;Real;real;real;real;real
1429;864618;Real;real;real;real;real
1430;864433;Real;real;real;real;real
1432;902880;Real;real;real;real;real
1433;925594;Real;real;real;real;real
1435;862685;Real;real;real;real;real
1436;845374;Real;real;real;real;real
1438;863374;Real;real;real;real;real
1440;863273;Real;real;real;real;real
1441;871733;Real;real;real;real;real
1442;893324;Real;real;real;real;real
1443;867116;Real;real;real;real;real
1444;899815;Real;real;real;real;real
1446;842002;Real;real;real;real;real
1449;858785;Real;real;real;real;real
1450;860911;Real;real;real;real;real
1453;908255;Real;real;real;real;real
1454;882403;Real;real;real;real;real
1455;916052;Real;real;real;real;real
1459;869877;Real;real;real;real;real
1460;849618;Real;real;real;real;real
1461;887030;Real;real;real;real;real
1464;860991;Real;real;real;real;real
1465;923292;Real;real;real;real;real
1468;867138;Real;real;real;real;real
1470;902383;Real;real;real;real;real
1471;929732;Real;real;real;real;real
1472;921267;Real;real;real;real;real
1473;921011;Real;real;real;real;real
1474;903586;Real;real;real;real;real
1475;916628;Real;real;real;real;real
1476;864627;Real;real;real;real;real
1480;891794;Real;real;real;real;real
1482;907546;Real;real;real;real;real
1483;930706;Real;real;real;real;real
1487;817462;Real;real;real;real;real
1488;934997;Real;real;real;real;real
1489;915157;Real;real;real;real;real
1490;911044;Real;real;real;real;real
1491;844955;Real;real;real;real;real
1494;869395;Real;real;real;real;real
1497;857585;Real;real;real;real;real
1499;906264;Real;real;real;real;real
1501;919250;Real;real;real;real;real
1505;870656;Real;real;real;real;real
1506;942059;Real;real;real;real;real
1508;864099;Real;real;real;real;real
1509;928720;Real;real;real;real;real
1511;883322;Real;real;real;real;real
1513;898856;Real;real;real;real;real
1516;875189;Real;real;real;real;real
1517;852580;Real;real;real;real;real
1518;864183;Real;real;real;real;real
1519;912117;Real;real;real;real;real
1520;858134;Real;real;real;real;real
1522;874664;Real;real;real;real;real
1523;845527;Real;real;real;real;real
1524;896786;Real;real;real;real;real
1525;885202;Real;real;real;real;real
1527;854488;Real;real;real;real;real
1530;841805;Real;real;real;real;real
1531;843673;Real;real;real;real;real
1533;859041;Real;real;real;real;real
1535;863157;Real;real;real;real;real
1536;843642;Real;real;real;real;real
1537;905827;Real;real;real;real;real
1538;884367;Real;real;real;real;real
1539;927579;Real;real;real;real;real
1540;916017;Real;real;real;real;real
1545;846487;Real;real;real;real;real
1548;924869;Real;real;real;real;real
1549;913020;Real;fake;fake;real;real
1552;860239;Real;real;real;real;real
1553;909584;Real;real;real;real;real
1554;921501;Real;real;real;real;real
1556;943610;Real;real;real;real;real
1560;878357;Real;real;real;real;real
1566;876635;Real;real;real;real;real
1567;915284;Real;real;real;real;real
1568;886999;Real;real;real;real;real
1569;911654;Real;real;real;real;real
1570;914094;Real;real;real;real;real
1574;848552;Real;real;real;real;real
1575;845755;Real;real;real;real;real
1576;916681;Real;real;real;real;real
1579;853068;Real;real;real;real;real
1582;859957;Real;real;real;real;real
1583;852724;Real;real;real;real;real
1586;864895;Real;real;real;real;real
1588;855024;Real;real;real;real;real
1589;920492;Real;real;real;real;real
1593;931472;Real;real;real;real;real
1595;900323;Real;real;real;real;real
1598;914589;Real;real;real;real;real
1604;901745;Real;real;real;real;real
1607;921024;Real;real;real;real;real
1609;877085;Real;real;real;real;real
1611;900632;Real;real;real;real;real
1612;841531;Real;real;real;real;real
1613;862813;Real;real;real;real;real
1614;881774;Real;real;real;real;real
1615;865158;Real;real;real;real;real
1617;927026;Real;real;real;real;real
1620;890456;Real;real;real;real;real
1621;953836;Real;real;real;real;real
1622;948275;Real;real;real;real;real
1625;921399;Real;real;real;real;real
1631;924468;Real;real;real;real;real
1634;877484;Real;real;real;real;real
1639;913095;Real;real;real;real;real
1641;842951;Real;real;real;real;real
1642;845329;Real;real;real;real;real
1643;901760;Real;real;real;real;real
1644;857634;Real;real;real;real;real
1645;858436;Real;real;real;real;real
1646;853874;Real;real;real;real;real
1647;897750;Real;real;real;real;real
1648;878955;Real;real;real;real;real
1652;871713;Real;real;real;real;real
1654;875906;Real;real;real;real;real
1655;918457;Real;real;real;real;real
1656;867471;Real;real;real;real;real
1657;915125;Real;real;real;real;real
1659;923828;Real;real;real;real;real
1660;871685;Real;real;real;real;real
1663;869611;Real;fake;fake;real;real
1665;917078;Real;real;real;real;real
